0 Branching ratio for H2S       Total        1 branches    
Lambda          Total          SH/H
3265.01         1.52E-21        0.00E+00
3265.51         1.53E-21        0.00E+00
3266.01         2.25E-22        0.00E+00
3266.50         2.75E-21        0.00E+00
3267.00         1.17E-21        0.00E+00
3267.49         1.05E-21        0.00E+00
3267.99         2.75E-21        0.00E+00
3268.48         1.38E-21        0.00E+00
3268.98         1.80E-21        0.00E+00
3269.48         1.78E-21        0.00E+00
3269.97         1.65E-21        0.00E+00
3270.47         3.90E-21        0.00E+00
3270.96         1.58E-21        0.00E+00
3271.46         1.69E-21        0.00E+00
3271.95         1.46E-21        0.00E+00
3272.45         1.87E-21        0.00E+00
3272.94         1.79E-21        0.00E+00
3273.44         2.85E-21        0.00E+00
3273.94         2.18E-21        0.00E+00
3274.43         1.30E-21        0.00E+00
3274.93         2.57E-21        0.00E+00
3275.42         1.61E-21        0.00E+00
3275.92         8.97E-22        0.00E+00
3276.41         5.05E-22        0.00E+00
3276.91         1.21E-21        0.00E+00
3277.40         2.78E-21        0.00E+00
3277.90         2.80E-21        0.00E+00
3278.40         5.88E-21        0.00E+00
3278.89         2.10E-21        0.00E+00
3279.39         1.00E-21        0.00E+00
3279.88         1.41E-21        0.00E+00
3280.38         2.02E-21        0.00E+00
3280.87         2.65E-22        0.00E+00
3281.37         2.27E-21        0.00E+00
3281.87         2.41E-21        0.00E+00
3282.36         7.68E-22        0.00E+00
3282.86         1.57E-21        0.00E+00
3283.35         3.29E-21        0.00E+00
3283.85         2.71E-21        0.00E+00
3284.34         1.72E-21        0.00E+00
3284.84         3.17E-21        0.00E+00
3285.33         2.62E-21        0.00E+00
3285.83         7.26E-22        0.00E+00
3286.33         3.74E-21        0.00E+00
3286.82         2.29E-21        0.00E+00
3287.32         1.93E-21        0.00E+00
3287.81         4.70E-22        0.00E+00
3288.31         4.56E-21        0.00E+00
3288.80         5.34E-22        0.00E+00
3289.30         1.74E-21        0.00E+00
3289.79         5.22E-22        0.00E+00
3290.29         5.95E-21        0.00E+00
3290.79         3.51E-21        0.00E+00
3291.28         6.49E-22        0.00E+00
3291.78         2.68E-21        0.00E+00
3292.27         5.97E-21        0.00E+00
3292.77         5.09E-21        0.00E+00
3293.26         2.04E-21        0.00E+00
3293.76         2.03E-21        0.00E+00
3294.26         2.00E-21        0.00E+00
3294.75         1.64E-21        0.00E+00
3295.25         7.14E-21        0.00E+00
3295.74         1.28E-21        0.00E+00
3296.24         7.51E-21        0.00E+00
3296.73         2.56E-21        0.00E+00
3297.23         6.62E-21        0.00E+00
3297.72         6.83E-21        0.00E+00
3298.22         3.02E-21        0.00E+00
3298.72         2.03E-21        0.00E+00
3299.21         6.09E-21        0.00E+00
3299.71         2.54E-21        0.00E+00
3300.20         3.52E-21        0.00E+00
3300.70         2.95E-21        0.00E+00
3301.19         4.52E-21        0.00E+00
3301.69         1.21E-21        0.00E+00
3302.19         2.31E-21        0.00E+00
3302.68         5.82E-22        0.00E+00
3303.18         2.27E-22        0.00E+00
3303.67         4.34E-21        0.00E+00
3304.17         5.35E-21        0.00E+00
3304.66         4.16E-21        0.00E+00
3305.16         7.84E-22        0.00E+00
3305.65         8.16E-22        0.00E+00
3306.15         8.36E-21        0.00E+00
3306.65         1.11E-21        0.00E+00
3307.14         1.16E-21        0.00E+00
3307.64         5.27E-21        0.00E+00
3308.13         8.83E-21        0.00E+00
3308.63         1.02E-20        0.00E+00
3309.12         9.63E-21        0.00E+00
3309.62         2.26E-21        0.00E+00
3310.11         1.42E-21        0.00E+00
3310.61         2.20E-21        0.00E+00
3311.11         4.98E-22        0.00E+00
3311.60         3.20E-21        0.00E+00
3312.10         2.69E-21        0.00E+00
3312.59         1.24E-21        0.00E+00
3313.09         2.56E-21        0.00E+00
3313.58         1.74E-21        0.00E+00
3314.08         9.42E-22        0.00E+00
3314.58         2.55E-21        0.00E+00
3315.07         5.87E-22        0.00E+00
3315.57         2.82E-21        0.00E+00
3316.06         6.04E-22        0.00E+00
3316.56         3.35E-21        0.00E+00
3317.05         1.93E-21        0.00E+00
3317.55         1.22E-21        0.00E+00
3318.04         2.23E-21        0.00E+00
3318.54         2.94E-21        0.00E+00
3319.04         1.17E-21        0.00E+00
3319.53         2.32E-21        0.00E+00
3320.03         1.40E-21        0.00E+00
3320.52         6.65E-22        0.00E+00
3321.02         8.59E-22        0.00E+00
3321.51         1.41E-21        0.00E+00
3322.01         1.96E-21        0.00E+00
3322.51         2.44E-21        0.00E+00
3323.00         8.69E-22        0.00E+00
3323.50         1.25E-21        0.00E+00
3323.99         2.39E-21        0.00E+00
3324.49         1.06E-21        0.00E+00
3324.98         2.31E-21        0.00E+00
3325.48         3.25E-21        0.00E+00
3325.97         1.11E-21        0.00E+00
3326.47         2.35E-21        0.00E+00
3326.97         2.39E-21        0.00E+00
3327.46         6.86E-21        0.00E+00
3327.96         2.91E-21        0.00E+00
3328.45         3.43E-21        0.00E+00
3328.95         6.89E-22        0.00E+00
3329.44         5.23E-21        0.00E+00
3329.94         1.49E-21        0.00E+00
3330.43         1.43E-21        0.00E+00
3330.93         5.47E-21        0.00E+00
3331.43         9.50E-22        0.00E+00
3331.92         2.14E-21        0.00E+00
3332.42         4.17E-21        0.00E+00
3332.91         1.08E-21        0.00E+00
3333.41         3.36E-21        0.00E+00
3333.90         3.21E-22        0.00E+00
3334.40         1.95E-21        0.00E+00
3334.90         4.69E-21        0.00E+00
3335.39         1.20E-21        0.00E+00
3335.89         1.89E-21        0.00E+00
3336.38         3.64E-21        0.00E+00
3336.88         1.62E-22        0.00E+00
3337.37         1.32E-21        0.00E+00
3337.87         8.90E-22        0.00E+00
3338.36         1.68E-21        0.00E+00
3338.86         2.57E-21        0.00E+00
3339.36         1.70E-21        0.00E+00
3339.85         2.93E-21        0.00E+00
3340.35         8.94E-22        0.00E+00
3340.84         1.54E-21        0.00E+00
3341.34         1.72E-21        0.00E+00
3341.83         2.34E-21        0.00E+00
3342.33         6.82E-22        0.00E+00
3342.82         5.35E-21        0.00E+00
3343.32         7.03E-22        0.00E+00
3343.82         2.64E-21        0.00E+00
3344.31         1.10E-21        0.00E+00
3344.81         4.88E-21        0.00E+00
3345.30         1.22E-21        0.00E+00
3345.80         9.53E-22        0.00E+00
3346.29         3.62E-22        0.00E+00
3346.79         1.60E-21        0.00E+00
3347.29         2.52E-21        0.00E+00
3347.78         2.24E-21        0.00E+00
3348.28         8.89E-22        0.00E+00
3348.77         2.23E-21        0.00E+00
3349.27         2.29E-21        0.00E+00
3349.76         2.89E-22        0.00E+00
3350.26         6.44E-21        0.00E+00
3350.75         3.69E-21        0.00E+00
3351.25         4.68E-21        0.00E+00
3351.75         3.25E-21        0.00E+00
3352.24         5.11E-22        0.00E+00
3352.74         2.53E-21        0.00E+00
3353.23         1.28E-21        0.00E+00
3353.73         1.76E-21        0.00E+00
3354.22         4.40E-21        0.00E+00
3354.72         2.23E-21        0.00E+00
3355.22         7.38E-22        0.00E+00
3355.71         5.15E-21        0.00E+00
3356.21         5.69E-21        0.00E+00
3356.70         5.75E-21        0.00E+00
3357.20         2.75E-21        0.00E+00
3357.69         2.25E-21        0.00E+00
3358.19         8.11E-21        0.00E+00
3358.68         3.65E-21        0.00E+00
3359.18         7.46E-21        0.00E+00
3359.68         4.07E-21        0.00E+00
3360.17         2.62E-21        0.00E+00
3360.67         2.12E-21        0.00E+00
3361.16         9.94E-22        0.00E+00
3361.66         6.37E-22        0.00E+00
3362.15         2.11E-21        0.00E+00
3362.65         3.75E-21        0.00E+00
3363.14         1.79E-21        0.00E+00
3363.64         2.50E-21        0.00E+00
3364.14         7.23E-22        0.00E+00
3364.63         1.09E-20        0.00E+00
3365.13         1.16E-21        0.00E+00
3365.62         2.88E-21        0.00E+00
3366.12         1.01E-21        0.00E+00
3366.61         1.38E-21        0.00E+00
3367.11         6.83E-22        0.00E+00
3367.61         4.78E-21        0.00E+00
3368.10         1.61E-21        0.00E+00
3368.60         3.74E-21        0.00E+00
3369.09         4.83E-21        0.00E+00
3369.59         8.78E-22        0.00E+00
3370.08         9.76E-22        0.00E+00
3370.58         4.77E-21        0.00E+00
3371.07         2.14E-21        0.00E+00
3371.57         6.88E-21        0.00E+00
3372.07         3.01E-21        0.00E+00
3372.56         3.10E-21        0.00E+00
3373.06         2.84E-21        0.00E+00
3373.55         9.95E-22        0.00E+00
3374.05         5.00E-21        0.00E+00
3374.54         9.30E-22        0.00E+00
3375.04         1.66E-21        0.00E+00
3375.54         2.71E-21        0.00E+00
3376.03         4.36E-21        0.00E+00
3376.53         1.20E-22        0.00E+00
3377.02         1.10E-20        0.00E+00
3377.52         1.29E-21        0.00E+00
3378.01         7.03E-21        0.00E+00
3378.51         3.03E-22        0.00E+00
3379.00         2.13E-21        0.00E+00
3379.50         4.78E-21        0.00E+00
3380.00         1.91E-21        0.00E+00
3380.49         4.01E-21        0.00E+00
3380.99         3.69E-21        0.00E+00
3381.48         7.85E-22        0.00E+00
3381.98         3.07E-21        0.00E+00
3382.47         2.82E-21        0.00E+00
3382.97         4.49E-21        0.00E+00
3383.46         1.30E-21        0.00E+00
3383.96         1.51E-21        0.00E+00
3384.46         2.25E-21        0.00E+00
3384.95         7.46E-21        0.00E+00
3385.45         3.06E-21        0.00E+00
3385.94         3.51E-21        0.00E+00
3386.44         3.30E-21        0.00E+00
3386.93         2.48E-21        0.00E+00
3387.43         3.33E-21        0.00E+00
3387.93         1.48E-21        0.00E+00
3388.42         5.95E-21        0.00E+00
3388.92         2.07E-21        0.00E+00
3389.41         1.61E-21        0.00E+00
3389.91         3.49E-21        0.00E+00
3390.40         3.83E-21        0.00E+00
3390.90         9.34E-22        0.00E+00
3391.39         2.52E-21        0.00E+00
3391.89         3.11E-21        0.00E+00
3392.39         5.31E-21        0.00E+00
3392.88         3.42E-21        0.00E+00
3393.38         1.97E-21        0.00E+00
3393.87         3.21E-21        0.00E+00
3394.37         1.23E-21        0.00E+00
3394.86         5.61E-21        0.00E+00
3395.36         4.72E-22        0.00E+00
3395.85         4.73E-21        0.00E+00
3396.35         1.67E-21        0.00E+00
3396.85         1.09E-21        0.00E+00
3397.34         1.84E-21        0.00E+00
3397.84         1.75E-21        0.00E+00
3398.33         7.55E-21        0.00E+00
3398.83         1.78E-21        0.00E+00
3399.32         6.27E-21        0.00E+00
3399.82         4.00E-21        0.00E+00
3400.32         8.23E-22        0.00E+00
3400.81         5.71E-21        0.00E+00
3401.31         2.01E-21        0.00E+00
3401.80         2.24E-21        0.00E+00
3402.30         4.45E-21        0.00E+00
3402.79         1.22E-21        0.00E+00
3403.29         2.71E-21        0.00E+00
3403.78         1.03E-21        0.00E+00
3404.28         8.62E-21        0.00E+00
3404.78         1.41E-21        0.00E+00
3405.27         1.56E-21        0.00E+00
3405.77         1.73E-21        0.00E+00
3406.26         9.44E-22        0.00E+00
3406.76         5.53E-21        0.00E+00
3407.25         1.54E-21        0.00E+00
3407.75         1.98E-21        0.00E+00
3408.25         1.61E-20        0.00E+00
3408.74         4.56E-21        0.00E+00
3409.24         2.01E-21        0.00E+00
3409.73         8.11E-21        0.00E+00
3410.23         1.63E-21        0.00E+00
3410.72         1.76E-21        0.00E+00
3411.22         1.77E-20        0.00E+00
3411.71         6.88E-21        0.00E+00
3412.21         2.18E-21        0.00E+00
3412.71         4.48E-21        0.00E+00
3413.20         5.54E-21        0.00E+00
3413.70         6.23E-21        0.00E+00
3414.19         9.49E-22        0.00E+00
3414.69         1.64E-20        0.00E+00
3415.18         5.77E-21        0.00E+00
3415.68         6.20E-21        0.00E+00
3416.17         4.49E-21        0.00E+00
3416.67         8.31E-22        0.00E+00
3417.17         1.89E-21        0.00E+00
3417.66         6.44E-21        0.00E+00
3418.16         2.71E-21        0.00E+00
3418.65         1.15E-20        0.00E+00
3419.15         1.17E-20        0.00E+00
3419.64         1.21E-20        0.00E+00
3420.14         3.96E-22        0.00E+00
3420.64         5.42E-22        0.00E+00
3421.13         1.45E-21        0.00E+00
3421.63         2.45E-22        0.00E+00
3422.12         2.27E-21        0.00E+00
3422.62         1.04E-21        0.00E+00
3423.11         2.33E-21        0.00E+00
3423.61         2.46E-21        0.00E+00
3424.10         8.67E-21        0.00E+00
3424.60         5.55E-21        0.00E+00
3425.10         4.05E-21        0.00E+00
3425.59         3.36E-21        0.00E+00
3426.09         1.93E-21        0.00E+00
3426.58         3.63E-21        0.00E+00
3427.08         4.77E-21        0.00E+00
3427.57         5.66E-21        0.00E+00
3428.07         8.16E-22        0.00E+00
3428.56         2.81E-21        0.00E+00
3429.06         9.00E-21        0.00E+00
3429.56         1.51E-20        0.00E+00
3430.05         4.97E-21        0.00E+00
3430.55         2.09E-21        0.00E+00
3431.04         3.33E-22        0.00E+00
3431.54         1.95E-20        0.00E+00
3432.03         3.95E-21        0.00E+00
3432.53         2.29E-20        0.00E+00
3433.03         4.94E-21        0.00E+00
3433.52         4.33E-21        0.00E+00
3434.02         8.55E-21        0.00E+00
3434.51         1.10E-21        0.00E+00
3435.01         8.33E-22        0.00E+00
3435.50         1.86E-22        0.00E+00
3436.00         4.65E-21        0.00E+00
3436.49         3.31E-22        0.00E+00
3436.99         8.81E-21        0.00E+00
3437.49         3.07E-21        0.00E+00
3437.98         8.89E-21        0.00E+00
3438.48         2.31E-21        0.00E+00
3438.97         2.53E-21        0.00E+00
3439.47         1.13E-21        0.00E+00
3439.96         2.58E-21        0.00E+00
3440.46         1.81E-21        0.00E+00
3440.96         1.42E-21        0.00E+00
3441.45         2.91E-21        0.00E+00
3441.95         5.09E-21        0.00E+00
3442.44         3.85E-21        0.00E+00
3442.94         8.36E-22        0.00E+00
3443.43         6.48E-21        0.00E+00
3443.93         7.68E-21        0.00E+00
3444.42         4.64E-21        0.00E+00
