0 Branching ratio for O2       Total        1 branches    
Lambda          Total           O/O
3262.54         4.02E-25        0.00E+00
3263.03         4.02E-25        0.00E+00
3263.53         4.02E-25        0.00E+00
3264.02         4.03E-25        0.00E+00
3264.52         4.03E-25        0.00E+00
3265.01         4.02E-25        0.00E+00
3265.51         4.01E-25        0.00E+00
3266.01         4.00E-25        0.00E+00
3266.50         4.01E-25        0.00E+00
3267.00         4.01E-25        0.00E+00
3267.49         4.00E-25        0.00E+00
3267.99         4.00E-25        0.00E+00
3268.48         3.99E-25        0.00E+00
3268.98         3.98E-25        0.00E+00
3269.48         4.00E-25        0.00E+00
3269.97         4.02E-25        0.00E+00
3270.47         4.04E-25        0.00E+00
3270.96         4.06E-25        0.00E+00
3271.46         4.07E-25        0.00E+00
3271.95         4.07E-25        0.00E+00
3272.45         4.06E-25        0.00E+00
3272.94         4.00E-25        0.00E+00
3273.44         3.94E-25        0.00E+00
3273.94         3.97E-25        0.00E+00
3274.43         4.01E-25        0.00E+00
3274.93         4.02E-25        0.00E+00
3275.42         4.01E-25        0.00E+00
3275.92         4.03E-25        0.00E+00
3276.41         4.08E-25        0.00E+00
3276.91         4.11E-25        0.00E+00
3277.40         4.06E-25        0.00E+00
3277.90         4.01E-25        0.00E+00
3278.40         4.01E-25        0.00E+00
3278.89         4.02E-25        0.00E+00
3279.39         4.01E-25        0.00E+00
3279.88         4.01E-25        0.00E+00
3280.38         4.01E-25        0.00E+00
3280.87         4.02E-25        0.00E+00
3281.37         4.02E-25        0.00E+00
3281.87         4.01E-25        0.00E+00
3282.36         4.00E-25        0.00E+00
3282.86         4.01E-25        0.00E+00
3283.35         4.02E-25        0.00E+00
3283.85         4.01E-25        0.00E+00
3284.34         3.99E-25        0.00E+00
3284.84         3.98E-25        0.00E+00
3285.33         3.98E-25        0.00E+00
3285.83         3.99E-25        0.00E+00
3286.33         4.02E-25        0.00E+00
3286.82         4.05E-25        0.00E+00
3287.32         4.05E-25        0.00E+00
3287.81         4.05E-25        0.00E+00
3288.31         4.03E-25        0.00E+00
3288.80         4.00E-25        0.00E+00
3289.30         3.99E-25        0.00E+00
3289.79         4.02E-25        0.00E+00
3290.29         4.04E-25        0.00E+00
3290.79         4.04E-25        0.00E+00
3291.28         4.03E-25        0.00E+00
3291.78         4.02E-25        0.00E+00
3292.27         4.00E-25        0.00E+00
3292.77         3.99E-25        0.00E+00
3293.26         3.99E-25        0.00E+00
3293.76         4.00E-25        0.00E+00
3294.26         4.01E-25        0.00E+00
3294.75         4.02E-25        0.00E+00
3295.25         4.04E-25        0.00E+00
3295.74         4.05E-25        0.00E+00
3296.24         4.05E-25        0.00E+00
3296.73         4.05E-25        0.00E+00
3297.23         4.02E-25        0.00E+00
3297.72         3.97E-25        0.00E+00
3298.22         3.97E-25        0.00E+00
3298.72         4.02E-25        0.00E+00
3299.21         4.06E-25        0.00E+00
3299.71         4.05E-25        0.00E+00
3300.20         4.04E-25        0.00E+00
3300.70         4.04E-25        0.00E+00
3301.19         4.04E-25        0.00E+00
3301.69         4.04E-25        0.00E+00
3302.19         4.05E-25        0.00E+00
3302.68         4.05E-25        0.00E+00
3303.18         4.04E-25        0.00E+00
3303.67         4.02E-25        0.00E+00
3304.17         3.99E-25        0.00E+00
3304.66         3.97E-25        0.00E+00
3305.16         3.99E-25        0.00E+00
3305.65         4.02E-25        0.00E+00
3306.15         4.03E-25        0.00E+00
3306.65         4.03E-25        0.00E+00
3307.14         4.03E-25        0.00E+00
3307.64         4.01E-25        0.00E+00
3308.13         4.00E-25        0.00E+00
3308.63         3.97E-25        0.00E+00
3309.12         3.95E-25        0.00E+00
3309.62         3.96E-25        0.00E+00
3310.11         3.98E-25        0.00E+00
3310.61         3.96E-25        0.00E+00
3311.11         3.93E-25        0.00E+00
3311.60         3.94E-25        0.00E+00
3312.10         3.97E-25        0.00E+00
3312.59         4.00E-25        0.00E+00
3313.09         4.01E-25        0.00E+00
3313.58         4.01E-25        0.00E+00
3314.08         4.00E-25        0.00E+00
3314.58         3.99E-25        0.00E+00
3315.07         3.97E-25        0.00E+00
3315.57         3.96E-25        0.00E+00
3316.06         3.96E-25        0.00E+00
3316.56         3.98E-25        0.00E+00
3317.05         3.99E-25        0.00E+00
3317.55         3.99E-25        0.00E+00
3318.04         3.99E-25        0.00E+00
3318.54         4.00E-25        0.00E+00
3319.04         4.01E-25        0.00E+00
3319.53         3.99E-25        0.00E+00
3320.03         3.97E-25        0.00E+00
3320.52         3.96E-25        0.00E+00
3321.02         3.96E-25        0.00E+00
3321.51         3.97E-25        0.00E+00
3322.01         3.99E-25        0.00E+00
3322.51         4.01E-25        0.00E+00
3323.00         4.00E-25        0.00E+00
3323.50         3.99E-25        0.00E+00
3323.99         3.98E-25        0.00E+00
3324.49         3.97E-25        0.00E+00
3324.98         3.97E-25        0.00E+00
3325.48         3.98E-25        0.00E+00
3325.97         3.98E-25        0.00E+00
3326.47         3.98E-25        0.00E+00
3326.97         3.97E-25        0.00E+00
3327.46         3.97E-25        0.00E+00
3327.96         3.97E-25        0.00E+00
3328.45         3.96E-25        0.00E+00
3328.95         3.95E-25        0.00E+00
3329.44         3.95E-25        0.00E+00
3329.94         3.95E-25        0.00E+00
3330.43         3.94E-25        0.00E+00
3330.93         3.91E-25        0.00E+00
3331.43         3.89E-25        0.00E+00
3331.92         3.91E-25        0.00E+00
3332.42         3.93E-25        0.00E+00
3332.91         3.93E-25        0.00E+00
3333.41         3.93E-25        0.00E+00
3333.90         3.93E-25        0.00E+00
3334.40         3.93E-25        0.00E+00
3334.90         3.94E-25        0.00E+00
3335.39         3.95E-25        0.00E+00
3335.89         3.95E-25        0.00E+00
3336.38         3.94E-25        0.00E+00
3336.88         3.93E-25        0.00E+00
3337.37         3.94E-25        0.00E+00
3337.87         3.94E-25        0.00E+00
3338.36         3.96E-25        0.00E+00
3338.86         3.98E-25        0.00E+00
3339.36         3.98E-25        0.00E+00
3339.85         3.96E-25        0.00E+00
3340.35         3.95E-25        0.00E+00
3340.84         3.94E-25        0.00E+00
3341.34         3.94E-25        0.00E+00
3341.83         3.94E-25        0.00E+00
3342.33         3.95E-25        0.00E+00
3342.82         3.93E-25        0.00E+00
3343.32         3.92E-25        0.00E+00
3343.82         3.92E-25        0.00E+00
3344.31         3.93E-25        0.00E+00
3344.81         3.93E-25        0.00E+00
3345.30         3.92E-25        0.00E+00
3345.80         3.92E-25        0.00E+00
3346.29         3.90E-25        0.00E+00
3346.79         3.89E-25        0.00E+00
3347.29         3.89E-25        0.00E+00
3347.78         3.88E-25        0.00E+00
3348.28         3.91E-25        0.00E+00
3348.77         3.94E-25        0.00E+00
3349.27         3.94E-25        0.00E+00
3349.76         3.91E-25        0.00E+00
3350.26         3.91E-25        0.00E+00
3350.75         3.92E-25        0.00E+00
3351.25         3.92E-25        0.00E+00
3351.75         3.92E-25        0.00E+00
3352.24         3.91E-25        0.00E+00
3352.74         3.91E-25        0.00E+00
3353.23         3.90E-25        0.00E+00
3353.73         3.90E-25        0.00E+00
3354.22         3.89E-25        0.00E+00
3354.72         3.87E-25        0.00E+00
3355.22         3.83E-25        0.00E+00
3355.71         3.82E-25        0.00E+00
3356.21         3.85E-25        0.00E+00
3356.70         3.88E-25        0.00E+00
3357.20         3.88E-25        0.00E+00
3357.69         3.87E-25        0.00E+00
3358.19         3.87E-25        0.00E+00
3358.68         3.88E-25        0.00E+00
3359.18         3.88E-25        0.00E+00
3359.68         3.88E-25        0.00E+00
3360.17         3.89E-25        0.00E+00
3360.67         3.90E-25        0.00E+00
3361.16         3.91E-25        0.00E+00
3361.66         3.89E-25        0.00E+00
3362.15         3.87E-25        0.00E+00
3362.65         3.92E-25        0.00E+00
3363.14         3.97E-25        0.00E+00
3363.64         3.97E-25        0.00E+00
3364.14         3.97E-25        0.00E+00
3364.63         3.96E-25        0.00E+00
3365.13         3.95E-25        0.00E+00
3365.62         3.92E-25        0.00E+00
3366.12         3.89E-25        0.00E+00
3366.61         3.86E-25        0.00E+00
3367.11         3.87E-25        0.00E+00
3367.61         3.89E-25        0.00E+00
3368.10         3.89E-25        0.00E+00
3368.60         3.90E-25        0.00E+00
3369.09         3.92E-25        0.00E+00
3369.59         3.96E-25        0.00E+00
3370.08         3.96E-25        0.00E+00
3370.58         3.92E-25        0.00E+00
3371.07         3.88E-25        0.00E+00
3371.57         3.88E-25        0.00E+00
3372.07         3.87E-25        0.00E+00
3372.56         3.87E-25        0.00E+00
3373.06         3.87E-25        0.00E+00
3373.55         3.86E-25        0.00E+00
3374.05         3.84E-25        0.00E+00
3374.54         3.83E-25        0.00E+00
3375.04         3.83E-25        0.00E+00
3375.54         3.84E-25        0.00E+00
3376.03         3.85E-25        0.00E+00
3376.53         3.86E-25        0.00E+00
3377.02         3.84E-25        0.00E+00
3377.52         3.82E-25        0.00E+00
3378.01         3.83E-25        0.00E+00
3378.51         3.85E-25        0.00E+00
3379.00         3.86E-25        0.00E+00
3379.50         3.88E-25        0.00E+00
3380.00         3.88E-25        0.00E+00
3380.49         3.87E-25        0.00E+00
3380.99         3.86E-25        0.00E+00
3381.48         3.85E-25        0.00E+00
3381.98         3.85E-25        0.00E+00
3382.47         3.86E-25        0.00E+00
3382.97         3.88E-25        0.00E+00
3383.46         3.87E-25        0.00E+00
3383.96         3.85E-25        0.00E+00
3384.46         3.84E-25        0.00E+00
3384.95         3.83E-25        0.00E+00
3385.45         3.83E-25        0.00E+00
3385.94         3.83E-25        0.00E+00
3386.44         3.83E-25        0.00E+00
3386.93         3.85E-25        0.00E+00
3387.43         3.87E-25        0.00E+00
3387.93         3.86E-25        0.00E+00
3388.42         3.85E-25        0.00E+00
3388.92         3.87E-25        0.00E+00
3389.41         3.90E-25        0.00E+00
3389.91         3.87E-25        0.00E+00
3390.40         3.83E-25        0.00E+00
3390.90         3.81E-25        0.00E+00
3391.39         3.82E-25        0.00E+00
3391.89         3.82E-25        0.00E+00
3392.39         3.81E-25        0.00E+00
3392.88         3.80E-25        0.00E+00
3393.38         3.79E-25        0.00E+00
3393.87         3.79E-25        0.00E+00
3394.37         3.77E-25        0.00E+00
3394.86         3.75E-25        0.00E+00
3395.36         3.76E-25        0.00E+00
3395.85         3.80E-25        0.00E+00
3396.35         3.82E-25        0.00E+00
3396.85         3.82E-25        0.00E+00
3397.34         3.83E-25        0.00E+00
3397.84         3.84E-25        0.00E+00
3398.33         3.86E-25        0.00E+00
3398.83         3.86E-25        0.00E+00
3399.32         3.85E-25        0.00E+00
3399.82         3.84E-25        0.00E+00
3400.32         3.83E-25        0.00E+00
3400.81         3.80E-25        0.00E+00
3401.31         3.75E-25        0.00E+00
3401.80         3.74E-25        0.00E+00
3402.30         3.79E-25        0.00E+00
3402.79         3.82E-25        0.00E+00
3403.29         3.78E-25        0.00E+00
3403.78         3.74E-25        0.00E+00
3404.28         3.74E-25        0.00E+00
3404.78         3.74E-25        0.00E+00
3405.27         3.74E-25        0.00E+00
3405.77         3.75E-25        0.00E+00
3406.26         3.74E-25        0.00E+00
3406.76         3.72E-25        0.00E+00
3407.25         3.72E-25        0.00E+00
3407.75         3.75E-25        0.00E+00
3408.25         3.77E-25        0.00E+00
3408.74         3.75E-25        0.00E+00
3409.24         3.74E-25        0.00E+00
3409.73         3.72E-25        0.00E+00
3410.23         3.70E-25        0.00E+00
3410.72         3.70E-25        0.00E+00
3411.22         3.72E-25        0.00E+00
3411.71         3.72E-25        0.00E+00
3412.21         3.70E-25        0.00E+00
3412.71         3.69E-25        0.00E+00
3413.20         3.70E-25        0.00E+00
3413.70         3.70E-25        0.00E+00
3414.19         3.70E-25        0.00E+00
3414.69         3.69E-25        0.00E+00
3415.18         3.73E-25        0.00E+00
3415.68         3.78E-25        0.00E+00
3416.17         3.77E-25        0.00E+00
3416.67         3.74E-25        0.00E+00
3417.17         3.72E-25        0.00E+00
3417.66         3.70E-25        0.00E+00
3418.16         3.69E-25        0.00E+00
3418.65         3.71E-25        0.00E+00
3419.15         3.72E-25        0.00E+00
3419.64         3.73E-25        0.00E+00
3420.14         3.73E-25        0.00E+00
3420.64         3.71E-25        0.00E+00
3421.13         3.69E-25        0.00E+00
3421.63         3.68E-25        0.00E+00
3422.12         3.69E-25        0.00E+00
3422.62         3.70E-25        0.00E+00
3423.11         3.72E-25        0.00E+00
3423.61         3.72E-25        0.00E+00
3424.10         3.68E-25        0.00E+00
3424.60         3.65E-25        0.00E+00
3425.10         3.65E-25        0.00E+00
3425.59         3.64E-25        0.00E+00
3426.09         3.69E-25        0.00E+00
3426.58         3.75E-25        0.00E+00
3427.08         3.75E-25        0.00E+00
3427.57         3.75E-25        0.00E+00
3428.07         3.76E-25        0.00E+00
3428.56         3.79E-25        0.00E+00
3429.06         3.80E-25        0.00E+00
3429.56         3.80E-25        0.00E+00
3430.05         3.80E-25        0.00E+00
3430.55         3.76E-25        0.00E+00
3431.04         3.73E-25        0.00E+00
3431.54         3.73E-25        0.00E+00
3432.03         3.73E-25        0.00E+00
3432.53         3.73E-25        0.00E+00
3433.03         3.74E-25        0.00E+00
3433.52         3.73E-25        0.00E+00
3434.02         3.71E-25        0.00E+00
3434.51         3.70E-25        0.00E+00
3435.01         3.69E-25        0.00E+00
3435.50         3.68E-25        0.00E+00
3436.00         3.67E-25        0.00E+00
3436.49         3.67E-25        0.00E+00
3436.99         3.67E-25        0.00E+00
3437.49         3.68E-25        0.00E+00
3437.98         3.68E-25        0.00E+00
3438.48         3.67E-25        0.00E+00
3438.97         3.68E-25        0.00E+00
3439.47         3.70E-25        0.00E+00
3439.96         3.71E-25        0.00E+00
3440.46         3.72E-25        0.00E+00
3440.96         3.73E-25        0.00E+00
3441.45         3.72E-25        0.00E+00
3441.95         3.72E-25        0.00E+00
